,date,price
15822,1991-01-30,340.9100036621094
15823,1991-01-31,343.92999267578125
15824,1991-02-01,343.04998779296875
15825,1991-02-04,348.3399963378906
15826,1991-02-05,351.260009765625
15827,1991-02-06,358.07000732421875
15828,1991-02-07,356.5199890136719
15829,1991-02-08,359.3500061035156
15830,1991-02-11,368.5799865722656
15831,1991-02-12,365.5
15832,1991-02-13,369.0199890136719
15833,1991-02-14,364.2200012207031
15834,1991-02-15,369.05999755859375
15835,1991-02-19,369.3900146484375
15836,1991-02-20,365.1400146484375
15837,1991-02-21,364.9700012207031
15838,1991-02-22,365.6499938964844
15839,1991-02-25,367.260009765625
15840,1991-02-26,362.80999755859375
15841,1991-02-27,367.739990234375
15842,1991-02-28,367.07000732421875
15843,1991-03-01,370.4700012207031
15844,1991-03-04,369.3299865722656
15845,1991-03-05,376.7200012207031
15846,1991-03-06,376.1700134277344
15847,1991-03-07,375.9100036621094
15848,1991-03-08,374.95001220703125
15849,1991-03-11,372.9599914550781
15850,1991-03-12,370.0299987792969
15851,1991-03-13,374.57000732421875
15852,1991-03-14,373.5
15853,1991-03-15,373.5899963378906
15854,1991-03-18,372.1099853515625
15855,1991-03-19,366.5899963378906
15856,1991-03-20,367.9200134277344
